0.00399611,0.58937,0.536967,0.425103
0.00403791,0.600287,0.546869,0.432637
0.00405921,0.605807,0.551875,0.436446
0.00429705,0.665536,0.606051,0.477667
0.0046695,0.755971,0.685136,0.537841
0.00471751,0.767102,0.694871,0.544316
0.0051792,0.843191,0.783706,0.603413
0.0051794,0.843232,0.783743,0.603437
0.00562832,0.932249,0.866955,0.656048
0.00611419,1.02092,0.949848,0.715547
0.00650712,1.0839,1.0122,0.760303
0.00671393,1.11553,1.04258,0.782786
0.00809086,1.30414,1.22371,0.927171
0.00826208,1.32532,1.24277,0.943379
0.00883617,1.39324,1.30391,0.989788
0.00980475,1.49329,1.39858,1.06164
0.0101125,1.52302,1.42671,1.08472
0.0108172,1.58782,1.48485,1.13502
0.0111047,1.61805,1.50749,1.1546
0.0118141,1.68941,1.56095,1.19783
0.0119411,1.71182,1.57018,1.20529
0.0120628,1.73306,1.57893,1.22096
0.0128371,1.86345,1.68061,1.31713
0.0139454,2.03699,1.86279,1.44513
0.0144663,2.10673,1.94348,1.50182
0.014919,2.16531,2.01126,1.55077
0.0174273,2.4608,2.28225,1.79769
0.0174293,2.46103,2.28245,1.79788
0.0174348,2.46165,2.28318,1.79837
0.0197448,2.70873,2.571,2.01023
0.0201493,2.74901,2.61791,2.05327
0.0202557,2.76575,2.63009,2.06444
0.0220038,3.02894,2.84898,2.24011
0.0231766,3.17062,2.98628,2.3503
0.0239184,3.25658,3.06673,2.41717
0.024917,3.36818,3.17117,2.51675
0.0263818,3.54358,3.31702,2.65583
0.0282152,3.74989,3.53211,2.81942
0.0295657,3.90639,3.68178,2.93325
0.0295801,3.90802,3.68333,2.93443
0.0317843,4.1486,3.91364,3.12771
0.0333059,4.31461,4.0635,3.25348
0.0359901,4.58976,4.34168,3.46192
0.0367705,4.66004,4.41868,3.51961
0.0371317,4.69206,4.45376,3.55049
0.0399177,4.92908,4.68044,3.77901
0.0418292,5.10794,4.82699,3.92676
0.042509,5.16959,4.89228,3.97768
0.0431411,5.22603,4.95205,4.0295
0.0456769,5.41985,5.18336,4.23002
0.0491415,5.66794,5.44576,4.4867
0.0498727,5.71806,5.49877,4.53054
0.0509237,5.78638,5.57361,4.59243
0.0550297,6.04042,5.82234,4.82258
0.0576636,6.17438,5.97231,4.96134
0.058001,6.1911,5.98794,4.97865
0.0597852,6.27791,6.06909,5.08528
0.0646253,6.49297,6.27762,5.35927
0.0649519,6.5069,6.28873,5.37701
0.0667043,6.54459,6.34744,5.47071
0.0702053,6.61702,6.46023,5.59428
0.0728064,6.6407,6.54045,5.68216
0.0743725,6.65456,6.5557,5.73358
0.0758866,6.66768,6.57014,5.78208
0.0812213,6.65436,6.61883,5.94557
0.0828871,6.65037,6.63338,5.97043
0.082888,6.65036,6.63339,5.97044
0.0882479,6.59495,6.61452,6.04717
0.0886758,6.59068,6.61306,6.05138
0.0929155,6.50243,6.599,6.09199
0.0948729,6.46304,6.55512,6.11011
0.0953881,6.44613,6.54372,6.11482
0.0999279,6.30101,6.44586,6.12009
0.100458,6.28448,6.43169,6.12069
0.102576,6.19443,6.37584,6.12305
0.105809,6.0605,6.29279,6.09561
0.108051,5.96999,6.22423,6.07707
0.10974,5.90665,6.17352,6.06335
0.111458,5.84323,6.12274,6.03453
0.115014,5.71498,5.96431,5.97624
0.118028,5.53227,5.83378,5.92822
0.118636,5.49601,5.80181,5.91869
0.118668,5.49406,5.8001,5.91766
0.124971,5.18177,5.47788,5.72317
0.124991,5.18081,5.47688,5.72248
0.125015,5.17964,5.4752,5.72165
0.130321,4.88266,5.11155,5.54269
0.132334,4.77311,5.024,5.47667
0.133783,4.69532,4.96184,5.4269
0.140207,4.3979,4.69404,5.21247
0.141648,4.31648,4.63566,5.16572
0.143081,4.23634,4.54827,5.1197
0.146947,4.02406,4.31681,4.98191
0.148461,3.94581,4.22784,4.92895
0.152307,3.75047,4.0237,4.79675
0.156411,3.54743,3.81151,4.5994
0.159626,3.39207,3.60883,4.44838
0.159736,3.38681,3.60197,4.44288
0.163086,3.23851,3.39522,4.27694
0.169055,2.98169,3.1511,3.98957
0.170939,2.90248,3.07581,3.9065
0.173614,2.79763,2.97036,3.79014
0.178105,2.62514,2.73985,3.59872
0.183875,2.40983,2.45211,3.33443
0.18388,2.40964,2.45192,3.3342
0.188627,2.23753,2.27537,3.12292
0.190714,2.16322,2.19916,3.02848
0.195746,2.01941,2.01875,2.80493
0.199773,1.90695,1.8836,2.63014
0.204075,1.7893,1.74219,2.45667
0.208288,1.66207,1.60656,2.29029
0.210564,1.59439,1.53441,2.1965
0.216114,1.4324,1.39492,1.97204
0.219447,1.35519,1.31286,1.83999
0.226429,1.19717,1.14493,1.55962
0.228854,1.14344,1.08783,1.50458
0.2349,1.01998,0.948018,1.36981
0.24103,0.89801,0.86169,1.23667
0.241083,0.896967,0.860952,1.23541
0.251287,0.756934,0.722044,0.998725
0.260645,0.633409,0.599513,0.859318
0.260651,0.633366,0.599439,0.859234
0.263333,0.613462,0.578111,0.820208
0.283243,0.471744,0.426254,0.656188
0.286168,0.450717,0.404846,0.633065
0.292222,0.407873,0.361225,0.576803
0.307774,0.301766,0.267814,0.437467
0.307801,0.301586,0.267655,0.437282
0.324224,0.221139,0.174006,0.327875
0.331001,0.189123,0.156335,0.284333
0.337973,0.156867,0.138533,0.258196
0.361558,0.113442,0.0809159,0.173604
0.369169,0.100032,0.0631234,0.158535
0.380841,0.0799937,0.0502776,0.136018
0.411674,0.0354139,0.0181518,0.0797066
0.429145,0.0116127,0.000999812,0.0597224
0.435883,0.00900594,-0.0054299,0.0522309
0.466299,-0.00227931,-0.0132038,0.019799
0.501452,-0.0144393,-0.0215803,0.01543
0.54204,-0.019118,-0.0305505,0.0107513
0.547711,-0.0197436,-0.0317499,0.00964862
0.582903,-0.023487,-0.0319796,0.0030505
0.639975,-0.0287619,-0.0323241,-0.00684639
0.684654,-0.032573,-0.032573,-0.015929
0.706309,-0.0295994,-0.0326879,-0.0201199
0.728645,-0.0266264,-0.0287266,-0.0243101
0.804153,-0.0172107,-0.0161812,-0.0246738
0.812544,-0.0162195,-0.0148606,-0.0247121
0.812548,-0.016219,-0.0148599,-0.0247121
